symbol,Business Content
FLGT,患者ケアの質向上を目的とした臨床実施可能診断の情報を医師へ提供するため、遺伝子テストを提供する会社
FLIC,銀行持株会社
FLL,カジノ、関連するホスピタリティ、エンターテイメント施設を所有・リース・運営・開発・管理・投資。
FLMN,石油及びガス鉱物会社。
FLNG,天然ガス液化技術を保有する天然ガス会社。ガスの液化・輸送技術を提供。
FLNT,米国の情報サービスとパフォーマンス・マーケティングの2つの区分を通じて事業を行う企業
FLO,パン菓子メーカー
FLOW,食品・飲料、石油・ガス、発電、鉱業などの業界にサービスを提供している会社。
FLR,国際的な建設・メンテナンス関連サービス会社
FLS,バルブなどの産業用流体制御装置メーカー
FLT,石油関連や商用車所有の企業に専門の決済サービスを提供
FLUX,米国のエネルギー関連機器メーカー
FLWS,花製品とギフトのeコマースプロバイダー。
FLXN,注射による疼痛治療薬の開発と商業化に従事米国の製薬会社
FLXS,米国において住宅用・商業用布張り・木製家具製品の製造・輸入・マーケティングを行う会社
FLYW,外国人留学生の授業料や入学金などの支払処理を容易にするグローバルな教育用決済ソリューションを提供。
FMAO,米国の銀行持株会社
FMBH,子会社を通じて、銀行業務のほか、保険商品および関連サービスや、資産管理サービス提供している米国の金融持株会社。
FMBI,イリノイ州の北東部地域を中心に、法人・個人向け銀行サービスと信託・投資管理サービスを手掛けるFirst Midwest Bank の持株会社。
FMC,工業用化学品メーカー
FMNB,米国の銀行持株会社
FMTX,希少血液疾患やがんの新規治療法を開発
FN,光通信機器や自動車、医療機器のOEMメーカーに製造、組み立て、検査のサービスを提供している受託会社。
FNB,子会社を通じ、消費者および中小企業向け各種金融サービスを提供する持株会社
FNCB,米国の銀行持株会社
FNCH,臨床段階のマイクロバイオーム治療会社。
FND,子会社を通じて、タイル、木材、ラミネート、および天然石のフローリングのほか、装飾・取り付け備品の販売に従事する持株会社。
FNF,不動産の所有権にかかるタイトル保険会社
FNHC,保険の引受・販売・請求等を手掛ける保険持株会社
FNKO,おもちゃの設計から販売までを行っている会社。
FNLC,米国の金融持株会社
FNV,カナダの資源採掘権取得および投資会社
FNWB,米国の銀行持株会社
FOA,借り手と投資家をつなぐ、融資プラットフォームを提供
FOCS,投資アドバイザー業界で事業を展開する独立系の信託財産管理会社のパートナーシップで構成される。財務計画、資産配分、資産管理、税金準備サービスを個人向けに提供している。
FOE,有機・無機化学薬品を利用した特殊工業製品を手掛けている高機能素材メーカー。
FOLD,ヒト遺伝病の治療に使用する経口用小分子薬の開発に従事しているバイオ医薬品メーカー。
FONR,核磁気共鳴映像(MRI)スキャナーの米国メーカー
FOR,宅地開発会社。資産回転率を戦略的目標として不動産を取得し、宅地に開発したうえで住宅建築業者に販売。
FORA,SaaSソリューションを提供する米国の企業
FORG,ID認証ソフトウェアのメーカーとして、ID管理、ガバナンス、アクセス管理などの機能を備えたプラットフォームを提供。
FORM,精密・半導体製品とソリューション開発をしている会社。
FORR,米国の独立系リサーチ会社
FOSL,時計やバッグなどのアクセサリーメーカー
FOUR,統合支払処理ソリューションを提供
FOX,米国のマスメディア企業
FOXA,米国のマスメディア企業
FOXF,サスペンション製品の製造・販売をしている米国の持株会社
FPH,子会社を通じて、住宅、学校、公園、動物保護、商業、娯楽、技術分野における多目的コミュニティの設計・開発に従事
FRAF,米国の銀行持株会社
FRBA,米国の銀行
FRBK,米国の銀行持株会社
FRC,大都市でプライベートバンキングサービスを提供
FRD,鉄鋼加工やパイプ製造を行う米国の企業
FREE,自然代替品などを製造する米国の企業
FREQ,米国のバイオテクノロジー企業
FREY,特定の企業結合目標を選択しないブランクチェックカンパニー。
FRG,米国の持株会社
FRGI,カジュアルレストラン経営をしている企業
FRHC,カザフスタンの金融サービス持株会社。
FRME,米国の金融持株会社
FRO,バミューダ諸島ハミルトンに拠点を置く船舶持株会社。
FROG,ソフトウェア成果物の管理等を最適化するためのソフトウェア開発会社
FRPH,米国の輸送・不動産会社
FRPT,犬や猫向けの健康に配慮したペットフードを提供
FRSH,中小企業が電子メール、電話、ウェブサイト、SNS等を通じて顧客をサポートするためのサービスプラットフォームとしてのソフトウェアを提供。
FRST,米国の銀行持株会社
FRTA,送水、配水、排水等の各種水関連インフラ施設のアプリケーション用の導管・プレキャスト製品の製造に従事している米国の建築用資材メーカー
FSBW,米地方銀行1st Security Bank of Washingtonの持株会社
FSFG,米国の銀行持株会社
FSI,水の蒸発を遅らせる特別化学物質を開発、製造している企業
FSLR,太陽電池モジュールの設計製造
FSLY,エッジプラットフォームを提供している会社。
FSM,主にペルー、メキシコで銀の採掘とそれに付随する探査、精錬を行っている探鉱会社
FSR,車両開発、販売を行う米国の企業
FSS,公共機関、民間企業向けに交通に関する統合型ソリューションを提供している企業
FSTR,鉄道建設及び管状製品の製造販売をしている企業
FSTX,臨床段階のバイオ医薬品企業
FTAA,ブランクチェック・カンパニー
FTCH,中国（ケイマン籍）のファッションのオンラインショッピングモールを運営している企業。
FTCI,ソーラートラッカーシステムを提供しているプロバイダー
